Origin,Dest,Time,Distance,Count,O_lat,O_long,D_lat,D_long
BUR,PDX,368.6208791,2251.239011,1003,34.20069885,-118.3590012,45.58869934,-122.5979996
BUR,PHX,739.3643836,3232.035616,3197,34.20069885,-118.3590012,33.43429947,-112.012001
BUR,SEA,530.8438356,3101.084932,1208,34.20069885,-118.3590012,47.449001,-122.308998
BUR,SFO,741.1753425,2962.580822,3317,34.20069885,-118.3590012,37.61899948,-122.375
BUR,SJC,615.8328767,2820.515068,3478,34.20069885,-118.3590012,37.362598,-121.929001
BUR,SLC,350.4273973,1910.712329,1215,34.20069885,-118.3590012,40.78839874,-111.9779968
BUR,SMF,552.4575342,2740.416438,2794,34.20069885,-118.3590012,38.69540024,-121.5910034
BWI,ABQ,373.0110193,2511.900826,546,39.1754,-76.668297,35.040199,-106.609001
BWI,ALB,345.0794521,1485.380822,1876,39.1754,-76.668297,42.74829865,-73.80169678
BWI,ATL,2097.594521,10759.07397,6806,39.1754,-76.668297,33.6367,-84.428101
BWI,AUS,396.9203297,2569.708791,697,39.1754,-76.668297,30.19449997,-97.66989899
BWI,AVL,85.47435897,414,78,39.1754,-76.668297,35.43619919,-82.54180145
BWI,BDL,407.728022,1780.412088,2290,39.1754,-76.668297,41.93889999,-72.68319702
BWI,BHM,129.3746556,755.2727273,402,39.1754,-76.668297,33.56290054,-86.75350189
BWI,BNA,596.4986301,3261.468493,2028,39.1754,-76.668297,36.12450027,-86.67819977
BWI,BOS,1257.862259,5717.975207,5625,39.1754,-76.668297,42.36429977,-71.00520325
BWI,BUF,321.4986301,1428.09589,1855,39.1754,-76.668297,42.94049835,-78.73220062
BWI,CHS,295.758427,1518.089888,1145,39.1754,-76.668297,32.89860153,-80.04049683
BWI,CLE,214.7917808,954.9041096,1110,39.1754,-76.668297,41.4117012,-81.84980011
BWI,CLT,888.0684932,3523.953425,3563,39.1754,-76.668297,35.2140007,-80.94309998
BWI,CMH,257.8273973,1167.958904,1265,39.1754,-76.668297,39.998001,-82.891899
BWI,CVG,460.260274,2160.60274,1834,39.1754,-76.668297,39.04880142,-84.6678009
BWI,DAL,723.8082192,4657.134247,1406,39.1754,-76.668297,32.847099,-96.851799
BWI,DEN,1668.471233,10796.47397,2643,39.1754,-76.668297,39.86169815,-104.6729965
BWI,DFW,858.9342466,5201.424658,1560,39.1754,-76.668297,32.896801,-97.038002
BWI,DTW,727.630137,3357.161644,2996,39.1754,-76.668297,42.21239853,-83.35340118
BWI,ECP,145.0264901,887.8410596,168,39.1754,-76.668297,30.357106,-85.795414
BWI,EWR,221.8550186,496.9479554,791,39.1754,-76.668297,40.69250107,-74.16870117
BWI,FLL,1990.358904,12280.9589,4846,39.1754,-76.668297,26.072599,-80.152702
BWI,GRR,97.80397727,528,352,39.1754,-76.668297,42.88079834,-85.52279663
BWI,HOU,661.6931507,4219.331507,1236,39.1754,-76.668297,29.64539909,-95.27890015
BWI,IAH,588.9038462,3701.607143,1091,39.1754,-76.668297,29.9843998,-95.34140015
BWI,IND,264.4410959,1369.873973,969,39.1754,-76.668297,39.7173,-86.294403
BWI,ISP,254.6232687,951.9113573,1562,39.1754,-76.668297,40.79520035,-73.10019684
BWI,JAX,378.3863014,2177.909589,1199,39.1754,-76.668297,30.49410057,-81.68789673
BWI,JFK,307.7333333,777.9111111,1522,39.1754,-76.668297,40.63980103,-73.77890015
BWI,LAS,1723.413699,12018.62466,2083,39.1754,-76.668297,36.08010101,-115.1520004
BWI,LAX,1874.117808,13010.49589,2039,39.1754,-76.668297,33.94250107,-118.4079971
BWI,MCI,383.7534247,2355.241096,889,39.1754,-76.668297,39.2976,-94.713898
BWI,MCO,1605.441096,9418.126027,4368,39.1754,-76.668297,28.42939949,-81.30899811
BWI,MDW,741.2356164,3937.183562,2352,39.1754,-76.668297,41.785999,-87.752403
BWI,MEM,178.6760563,1041.943662,470,39.1754,-76.668297,35.04240036,-89.97669983
BWI,MHT,413.1101928,2090.636364,2013,39.1754,-76.668297,42.932598,-71.435699
BWI,MIA,440.6958904,2604.739726,1005,39.1754,-76.668297,25.79319954,-80.29060364
BWI,MKE,292.2931507,1622.69589,924,39.1754,-76.668297,42.94720078,-87.89659882
BWI,MSP,828.1863014,4992.854795,1947,39.1754,-76.668297,44.882,-93.221802
BWI,MSY,649.6410959,4000.20274,1463,39.1754,-76.668297,29.99340057,-90.25800323
BWI,MYR,95.66666667,487.1511628,315,39.1754,-76.668297,33.67969894,-78.92829895
BWI,OAK,548.2884615,3878.898352,577,39.1754,-76.668297,37.721298,-122.221001
BWI,OKC,191.3471074,1222.258953,376,39.1754,-76.668297,35.39310074,-97.60070038
BWI,ORD,1090.989041,5301.030137,3112,39.1754,-76.668297,41.9786,-87.9048
BWI,ORF,214.9612188,702.5069252,1595,39.1754,-76.668297,36.89459991,-76.20120239
BWI,PBI,421.0630137,2598.19726,1074,39.1754,-76.668297,26.68320084,-80.09559631
BWI,PDX,563.5714286,4014.214286,143,39.1754,-76.668297,45.58869934,-122.5979996
BWI,PHL,68.26704545,112.5,220,39.1754,-76.668297,39.87189865,-75.2410965
BWI,PHX,1373.668493,9222.783562,1684,39.1754,-76.668297,33.43429947,-112.012001
BWI,PIT,153.6876712,584.5479452,1016,39.1754,-76.668297,40.49150085,-80.23290253
BWI,PVD,479.1267218,2295.305785,2548,39.1754,-76.668297,41.732601,-71.420403
BWI,PWM,268.2154696,1502.088398,1203,39.1754,-76.668297,43.64619827,-70.30930328
BWI,RDU,477.1016484,1829.835165,2612,39.1754,-76.668297,35.87760162,-78.78749847
BWI,ROC,193.1013699,818.0986301,1078,39.1754,-76.668297,43.1189003,-77.67240143
BWI,RSW,676.290411,4076.331507,1619,39.1754,-76.668297,26.53619957,-81.75520325
BWI,SAN,1409.750685,9940.808219,1581,39.1754,-76.668297,32.73360062,-117.1900024
BWI,SAT,490.0849315,3222.608219,836,39.1754,-76.668297,29.53370094,-98.46980286
BWI,SAV,101.6869565,549,115,39.1754,-76.668297,32.12760162,-81.20210266
BWI,SDF,307.0714286,1551.634615,1141,39.1754,-76.668297,38.1744,-85.736
BWI,SEA,838.1232877,5751.136986,899,39.1754,-76.668297,47.449001,-122.308998
BWI,SFO,941.9835165,6493.5,962,39.1754,-76.668297,37.61899948,-122.375
BWI,SJC,345.551532,2439,359,39.1754,-76.668297,37.362598,-121.929001
BWI,SLC,739.0109589,4951.191781,969,39.1754,-76.668297,40.78839874,-111.9779968
BWI,SMF,338.6210826,2395,351,39.1754,-76.668297,38.69540024,-121.5910034
BWI,STL,479.0219178,2768.005479,1369,39.1754,-76.668297,38.748697,-90.370003
BWI,TPA,1089.673973,6618.350685,2869,39.1754,-76.668297,27.97550011,-82.53320313
BWI,TUL,160.2692308,1071,26,39.1754,-76.668297,36.19839859,-95.88809967
BWI,TYS,85.90909091,465,22,39.1754,-76.668297,35.81100082,-83.9940033
BWI,VPS,139.6491228,819,57,39.1754,-76.668297,30.4832,-86.525398
BZN,ATL,268,2021.395349,106,45.77750015,-111.1529999,33.6367,-84.428101
BZN,AZA,133.5084746,861,118,45.77750015,-111.1529999,33.30780029,-111.6549988
BZN,DEN,350.1342466,1889.271233,1316,45.77750015,-111.1529999,39.86169815,-104.6729965
BZN,DFW,214.3452055,1452.953425,456,45.77750015,-111.1529999,32.896801,-97.038002
BZN,EWR,256.2608696,1882,161,45.77750015,-111.1529999,40.69250107,-74.16870117
BZN,IAH,197.5977011,1385,87,45.77750015,-111.1529999,29.9843998,-95.34140015
BZN,LAS,117.5357143,701,112,45.77750015,-111.1529999,36.08010101,-115.1520004
BZN,LAX,200.3830508,1103.80339,361,45.77750015,-111.1529999,33.94250107,-118.4079971
BZN,LGA,249.3636364,1894,11,45.77750015,-111.1529999,40.77719879,-73.87259674
BZN,LGB,153.3333333,904,6,45.77750015,-111.1529999,33.81769943,-118.1520004
BZN,MSP,307.7972603,2042.526027,853,45.77750015,-111.1529999,44.882,-93.221802
BZN,ORD,384.1167192,2605.747634,697,45.77750015,-111.1529999,41.9786,-87.9048
BZN,PDX,162,831,57,45.77750015,-111.1529999,45.58869934,-122.5979996
BZN,SEA,147.0408163,670.4387755,121,45.77750015,-111.1529999,47.449001,-122.308998
BZN,SFO,204.7560137,1112.051546,401,45.77750015,-111.1529999,37.61899948,-122.375
BZN,SLC,202.2876712,902.2,949,45.77750015,-111.1529999,40.78839874,-111.9779968
CAE,ATL,482.0219178,1397.128767,2656,33.93880081,-81.11949921,33.6367,-84.428101
CAE,CLT,296.6842105,441.6346749,1621,33.93880081,-81.11949921,35.2140007,-80.94309998
CAE,DCA,150.7449857,737.6733524,631,33.93880081,-81.11949921,38.8521,-77.037697
CAE,DFW,303.1850829,1706.464088,670,33.93880081,-81.11949921,32.896801,-97.038002
CAE,IAD,84.875,426.0625,17,33.93880081,-81.11949921,38.94449997,-77.45580292
CAE,IAH,161.7472222,880.4388889,361,33.93880081,-81.11949921,29.9843998,-95.34140015
CAE,LGA,114.7475083,617,301,33.93880081,-81.11949921,40.77719879,-73.87259674
CAE,ORD,141.94,670.44,151,33.93880081,-81.11949921,41.9786,-87.9048
CAE,PHL,112.7268519,593.2175926,245,33.93880081,-81.11949921,39.87189865,-75.2410965
CAK,ATL,290.1342466,1481.293151,1024,40.91609955,-81.44219971,33.6367,-84.428101
CAK,CLT,461.3571429,1869.335165,1727,40.91609955,-81.44219971,35.2140007,-80.94309998
CAK,DCA,68.09014085,274.771831,356,40.91609955,-81.44219971,38.8521,-77.037697
CAK,DTW,157.2772586,351.7663551,849,40.91609955,-81.44219971,42.21239853,-83.35340118
CAK,EWR,179.4028169,675.7633803,628,40.91609955,-81.44219971,40.69250107,-74.16870117
CAK,FLL,155.1162791,1026,43,40.91609955,-81.44219971,26.072599,-80.152702
CAK,IAH,187.2425743,1085,202,40.91609955,-81.44219971,29.9843998,-95.34140015
CAK,LGA,89.44557823,397,294,40.91609955,-81.44219971,40.77719879,-73.87259674
CAK,MCO,142.7283951,861,324,40.91609955,-81.44219971,28.42939949,-81.30899811
CAK,ORD,272.4285714,979.0576923,1039,40.91609955,-81.44219971,41.9786,-87.9048
CAK,PHL,152.4958217,625.2089136,670,40.91609955,-81.44219971,39.87189865,-75.2410965
CAK,RSW,162.3294118,991,85,40.91609955,-81.44219971,26.53619957,-81.75520325
CAK,TPA,149.4754098,894,61,40.91609955,-81.44219971,27.97550011,-82.53320313
CDC,SLC,106.0578512,378.0743802,621,37.70100021,-113.098999,40.78839874,-111.9779968
CDV,ANC,48.64606742,160,356,60.4917984,-145.4779968,61.17440033,-149.9960022
CDV,YAK,50.93611111,213,360,60.4917984,-145.4779968,59.50329971,-139.6600037
CGI,ORD,99.34539474,339.7434211,304,37.22529984,-89.57080078,41.9786,-87.9048
CGI,UIN,65.53846154,207,299,37.22529984,-89.57080078,39.94269943,-91.19460297
CHA,ATL,482.260274,941.5123288,3242,35.03530121,-85.20379639,33.6367,-84.428101
CHA,CLT,391.3057851,1207.655647,1819,35.03530121,-85.20379639,35.2140007,-80.94309998
CHA,DCA,95.51170569,524.7491639,300,35.03530121,-85.20379639,38.8521,-77.037697
CHA,DFW,286.5726027,1502.342466,789,35.03530121,-85.20379639,32.896801,-97.038002
CHA,DTW,193.8241379,921.1896552,529,35.03530121,-85.20379639,42.21239853,-83.35340118
CHA,EWR,241.2435424,1306.177122,493,35.03530121,-85.20379639,40.69250107,-74.16870117
CHA,LGA,124.6645161,734,155,35.03530121,-85.20379639,40.77719879,-73.87259674
CHA,ORD,288.3821839,1175.385057,817,35.03530121,-85.20379639,41.9786,-87.9048
CHA,PIE,89.37168142,513,113,35.03530121,-85.20379639,27.91020012,-82.68740082
CHA,SFB,90.61946903,490,113,35.03530121,-85.20379639,28.77759933,-81.23750305
CHO,ATL,447.3041096,2064.638356,1649,38.1385994,-78.45290375,33.6367,-84.428101
CHO,CLT,427.4148352,1408.75,2093,38.1385994,-78.45290375,35.2140007,-80.94309998
CHO,LGA,222.7887324,795.5774648,926,38.1385994,-78.45290375,40.77719879,-73.87259674
CHO,ORD,237.441989,1100.729282,704,38.1385994,-78.45290375,41.9786,-87.9048
CHS,ATL,696.0222222,2512.3,3492,32.89860153,-80.04049683,33.6367,-84.428101
CHS,AUS,173.05,1055,60,32.89860153,-80.04049683,30.19449997,-97.66989899
CHS,BNA,102.0338983,536.9689266,433,32.89860153,-80.04049683,36.12450027,-86.67819977
CHS,BOS,316.4394366,1930.940845,838,32.89860153,-80.04049683,42.36429977,-71.00520325
CHS,BWI,264.6601124,1518.089888,1145,32.89860153,-80.04049683,39.1754,-76.668297
CHS,CLE,110.4736842,595,19,32.89860153,-80.04049683,41.4117012,-81.84980011
CHS,CLT,564.6648045,1423.776536,3034,32.89860153,-80.04049683,35.2140007,-80.94309998
CHS,CVG,97.24719101,497,89,32.89860153,-80.04049683,39.04880142,-84.6678009
CHS,DAL,167.9393939,1065.818182,108,32.89860153,-80.04049683,32.847099,-96.851799
CHS,DCA,474.9664804,2418.435754,1950,32.89860153,-80.04049683,38.8521,-77.037697
CHS,DEN,293.7598039,1953.308824,275,32.89860153,-80.04049683,39.86169815,-104.6729965
CHS,DFW,393.3882682,2271.75419,824,32.89860153,-80.04049683,32.896801,-97.038002
CHS,DTW,128.8888889,722.5833333,39,32.89860153,-80.04049683,42.21239853,-83.35340118
CHS,EWR,374.4394366,1977.757746,1118,32.89860153,-80.04049683,40.69250107,-74.16870117
CHS,FLL,93.82183908,474.0517241,351,32.89860153,-80.04049683,26.072599,-80.152702
CHS,HOU,153.5915493,938.456338,359,32.89860153,-80.04049683,29.64539909,-95.27890015
CHS,IAD,278.9887955,1457.647059,1180,32.89860153,-80.04049683,38.94449997,-77.45580292
CHS,IAH,351.0957746,2037.605634,782,32.89860153,-80.04049683,29.9843998,-95.34140015
CHS,IND,106.1940299,585,67,32.89860153,-80.04049683,39.7173,-86.294403
CHS,JFK,504.8300836,2839.855153,1603,32.89860153,-80.04049683,40.63980103,-73.77890015
CHS,LGA,327.5586592,1803.036313,1007,32.89860153,-80.04049683,40.77719879,-73.87259674
CHS,MDW,226.6927536,1358.275362,629,32.89860153,-80.04049683,41.785999,-87.752403
CHS,MIA,281.5810056,1372.751397,1005,32.89860153,-80.04049683,25.79319954,-80.29060364
CHS,MSP,179.72,1087,25,32.89860153,-80.04049683,44.882,-93.221802
CHS,ORD,517.5223464,2774.636872,1307,32.89860153,-80.04049683,41.9786,-87.9048
CHS,PHL,271.8227848,1380.221519,793,32.89860153,-80.04049683,39.87189865,-75.2410965
CHS,PIT,95.92647059,524,68,32.89860153,-80.04049683,40.49150085,-80.23290253
CHS,SEA,351.7295082,2415,244,32.89860153,-80.04049683,47.449001,-122.308998
CHS,STL,118.8505747,730.3448276,90,32.89860153,-80.04049683,38.748697,-90.370003
CHS,TTN,105.0092593,586,108,32.89860153,-80.04049683,40.27669907,-74.81349945
CID,ATL,294.8273973,1697.923288,893,41.88470078,-91.71080017,33.6367,-84.428101
CID,AZA,185.9387755,1240,196,41.88470078,-91.71080017,33.30780029,-111.6549988
CID,CLT,263.05,1448.961111,703,41.88470078,-91.71080017,35.2140007,-80.94309998
CID,DEN,303.3369863,1655.112329,873,41.88470078,-91.71080017,39.86169815,-104.6729965
CID,DFW,368.5863014,1931.136986,1029,41.88470078,-91.71080017,32.896801,-97.038002
CID,DTW,289.9313187,1308.901099,1108,41.88470078,-91.71080017,42.21239853,-83.35340118
CID,LAS,197.785124,1319,121,41.88470078,-91.71080017,36.08010101,-115.1520004
CID,LAX,215.1,1550,20,41.88470078,-91.71080017,33.94250107,-118.4079971
CID,MCO,157.9512195,1097,41,41.88470078,-91.71080017,28.42939949,-81.30899811
CID,MLI,34,69,1,41.88470078,-91.71080017,41.44850159,-90.50749969
CID,MSP,228.2286501,689.0909091,1137,41.88470078,-91.71080017,44.882,-93.221802
CID,ORD,513.6684932,1378.443836,2567,41.88470078,-91.71080017,41.9786,-87.9048
CID,PGD,162.7889908,1170,109,41.88470078,-91.71080017,26.92020035,-81.9905014
CID,PIE,153.12,1090,125,41.88470078,-91.71080017,27.91020012,-82.68740082
CID,SFB,153.2755906,1078,127,41.88470078,-91.71080017,28.77759933,-81.23750305
CIU,DTW,76.66666667,284,303,46.25080109,-84.47239685,42.21239853,-83.35340118
CIU,MSP,106.4,435,355,46.25080109,-84.47239685,44.882,-93.221802
CKB,IAD,59.83171521,151,309,39.29660034,-80.22810364,38.94449997,-77.45580292
CKB,MYR,68.63333333,394,30,39.29660034,-80.22810364,33.67969894,-78.92829895
CKB,ORD,109.2162921,445.247191,357,39.29660034,-80.22810364,41.9786,-87.9048
CKB,SFB,114.4021739,727,92,39.29660034,-80.22810364,28.77759933,-81.23750305
CLE,ATL,1041.120548,5417.057534,3569,41.4117012,-81.84980011,33.6367,-84.428101
CLE,AUS,180.8253968,1174,126,41.4117012,-81.84980011,30.19449997,-97.66989899
CLE,BDL,87.95522388,476,268,41.4117012,-81.84980011,41.93889999,-72.68319702
CLE,BNA,214.9753425,1108.339726,903,41.4117012,-81.84980011,36.12450027,-86.67819977
CLE,BOS,575.6418733,3181.027548,2051,41.4117012,-81.84980011,42.36429977,-71.00520325
CLE,BWI,212.1534247,948.8821918,1103,41.4117012,-81.84980011,39.1754,-76.668297
CLE,CHS,118.9473684,595,19,41.4117012,-81.84980011,32.89860153,-80.04049683
CLE,CLT,637.1043956,2752.472527,2330,41.4117012,-81.84980011,35.2140007,-80.94309998
CLE,DCA,422.2109589,1693.534247,1994,41.4117012,-81.84980011,38.8521,-77.037697
CLE,DEN,780.1205479,4889.550685,1486,41.4117012,-81.84980011,39.86169815,-104.6729965
CLE,DFW,747.5671233,4391.69863,1570,41.4117012,-81.84980011,32.896801,-97.038002
CLE,DTW,170.6164384,315.7123288,1213,41.4117012,-81.84980011,42.21239853,-83.35340118
CLE,EWR,514.7162534,2141.311295,1924,41.4117012,-81.84980011,40.69250107,-74.16870117
CLE,FLL,416.7342466,2665.183562,916,41.4117012,-81.84980011,26.072599,-80.152702
CLE,IAD,187.3333333,752.1391304,901,41.4117012,-81.84980011,38.94449997,-77.45580292
CLE,IAH,869.7589041,5129.194521,1716,41.4117012,-81.84980011,29.9843998,-95.34140015
CLE,JAX,124.421875,753,64,41.4117012,-81.84980011,30.49410057,-81.68789673
CLE,JFK,551.0193906,2307.479224,1960,41.4117012,-81.84980011,40.63980103,-73.77890015
CLE,LAS,801.6191781,5516.975342,1104,41.4117012,-81.84980011,36.08010101,-115.1520004
CLE,LAX,763.6328767,5222.761644,929,41.4117012,-81.84980011,33.94250107,-118.4079971
CLE,LGA,1262.917355,5315.413223,4605,41.4117012,-81.84980011,40.77719879,-73.87259674
CLE,MCO,517.9726027,3180.315068,1297,41.4117012,-81.84980011,28.42939949,-81.30899811
CLE,MDW,342.6,1452.572603,1727,41.4117012,-81.84980011,41.785999,-87.752403
CLE,MIA,476.6547945,2881.972603,974,41.4117012,-81.84980011,25.79319954,-80.29060364
CLE,MKE,194.8310249,824.0886427,907,41.4117012,-81.84980011,42.94720078,-87.89659882
CLE,MSN,87,402,2,41.4117012,-81.84980011,43.13990021,-89.33750153
CLE,MSP,467.9863014,2373.824658,1393,41.4117012,-81.84980011,44.882,-93.221802
CLE,MSY,206.5985915,1272.176056,197,41.4117012,-81.84980011,29.99340057,-90.25800323
CLE,MYR,114.0205128,662.6871795,232,41.4117012,-81.84980011,33.67969894,-78.92829895
CLE,ORD,1187.252055,4232.939726,4893,41.4117012,-81.84980011,41.9786,-87.9048
CLE,PBI,166.35,1020,20,41.4117012,-81.84980011,26.68320084,-80.09559631
CLE,PDX,290.8148148,2045,54,41.4117012,-81.84980011,45.58869934,-122.5979996
CLE,PGD,148.8203125,999,128,41.4117012,-81.84980011,26.92020035,-81.9905014
CLE,PHL,221.8523677,894.8607242,885,41.4117012,-81.84980011,39.87189865,-75.2410965
CLE,PHX,456.6,3088.528767,649,41.4117012,-81.84980011,33.43429947,-112.012001
CLE,PIE,142.4051724,932,116,41.4117012,-81.84980011,27.91020012,-82.68740082
CLE,RDU,94.94285714,449.6761905,227,41.4117012,-81.84980011,35.87760162,-78.78749847
CLE,RSW,290.7058824,1849.019608,644,41.4117012,-81.84980011,26.53619957,-81.75520325
CLE,SAN,296.55,2026,40,41.4117012,-81.84980011,32.73360062,-117.1900024
CLE,SAT,185.3703704,1240,27,41.4117012,-81.84980011,29.53370094,-98.46980286
CLE,SAV,106.5206612,641,121,41.4117012,-81.84980011,32.12760162,-81.20210266
CLE,SEA,299.7971014,2021,69,41.4117012,-81.84980011,47.449001,-122.308998
CLE,SFB,133.5104167,872,96,41.4117012,-81.84980011,28.77759933,-81.23750305
CLE,SFO,466.3123288,3214.857534,543,41.4117012,-81.84980011,37.61899948,-122.375
CLE,SLC,242.9271523,1565,151,41.4117012,-81.84980011,40.78839874,-111.9779968
CLE,SRQ,154.3333333,967,6,41.4117012,-81.84980011,27.39539909,-82.55439758
CLE,STL,168.3616438,909.9561644,682,41.4117012,-81.84980011,38.748697,-90.370003
CLE,TPA,225.8056338,1407.473239,539,41.4117012,-81.84980011,27.97550011,-82.53320313
CLE,VPS,128.1428571,797,28,41.4117012,-81.84980011,30.4832,-86.525398
CLL,DFW,234.8708791,613.6483516,1362,30.58860016,-96.36380005,32.896801,-97.038002
CLL,IAH,103.6043956,182.3571429,897,30.58860016,-96.36380005,29.9843998,-95.34140015
CLT,ABE,247.6908078,1225.947075,915,35.2140007,-80.94309998,40.65209961,-75.44080353
CLT,ACK,118.4,723,10,35.2140007,-80.94309998,41.25310135,-70.06020355
CLT,AGS,268.7872928,676.0220994,1748,35.2140007,-80.94309998,33.36989975,-81.96450043
CLT,ALB,313.569863,1769.863014,1000,35.2140007,-80.94309998,42.74829865,-73.80169678
CLT,ATL,1282.243836,3859.336986,6233,35.2140007,-80.94309998,33.6367,-84.428101
CLT,AUS,752.6465753,4560.591781,1613,35.2140007,-80.94309998,30.19449997,-97.66989899
CLT,AVL,296.5179063,540.9862259,2158,35.2140007,-80.94309998,35.43619919,-82.54180145
CLT,AVP,315.4277778,1594.866667,1128,35.2140007,-80.94309998,41.33850098,-75.7233963
CLT,BDL,643.8595041,3684.815427,2077,35.2140007,-80.94309998,41.93889999,-72.68319702
CLT,BGR,142.5416667,921,144,35.2140007,-80.94309998,44.80739975,-68.82810211
CLT,BHM,495.8650138,2057.575758,2134,35.2140007,-80.94309998,33.56290054,-86.75350189
CLT,BNA,722.9643836,2831.583562,3151,35.2140007,-80.94309998,36.12450027,-86.67819977
CLT,BOS,1359.586777,7671.07438,3825,35.2140007,-80.94309998,42.36429977,-71.00520325
CLT,BTR,355.1685083,1890.745856,1014,35.2140007,-80.94309998,30.533199,-91.149597
CLT,BTV,240.6173184,1483.73743,698,35.2140007,-80.94309998,44.47190094,-73.15329742
CLT,BUF,293.0274725,1617,1078,35.2140007,-80.94309998,42.94049835,-78.73220062
CLT,BWI,820.7534247,3527.909589,3567,35.2140007,-80.94309998,39.1754,-76.668297
CLT,CAE,240.5386997,444.9040248,1633,35.2140007,-80.94309998,33.93880081,-81.11949921
CLT,CAK,417.967033,1873.664835,1731,35.2140007,-80.94309998,40.91609955,-81.44219971
CLT,CHA,343.3708791,1208.972527,1826,35.2140007,-80.94309998,35.03530121,-85.20379639
CLT,CHO,389.0384615,1416.826923,2105,35.2140007,-80.94309998,38.1385994,-78.45290375
CLT,CHS,499.1316527,1432.470588,3044,35.2140007,-80.94309998,32.89860153,-80.04049683
CLT,CID,274.7423823,1457.279778,709,35.2140007,-80.94309998,41.88470078,-91.71080017
CLT,CLE,603.3351648,2761.923077,2338,35.2140007,-80.94309998,41.4117012,-81.84980011
CLT,CMH,600.3315068,2522.167123,2653,35.2140007,-80.94309998,39.998001,-82.891899
CLT,CMI,110.6923077,522,13,35.2140007,-80.94309998,40.03919983,-88.27809906
CLT,CRW,284.531856,969.0941828,1583,35.2140007,-80.94309998,38.37310028,-81.59320068
CLT,CVG,690,2839.69863,3094,35.2140007,-80.94309998,39.04880142,-84.6678009
CLT,DAB,327.4585635,1599.646409,1392,35.2140007,-80.94309998,29.179899,-81.058098
CLT,DAL,163.0527778,969.7277778,377,35.2140007,-80.94309998,32.847099,-96.851799
CLT,DAY,486.3516484,2077.692308,2044,35.2140007,-80.94309998,39.90240097,-84.2193985
CLT,DCA,730.9945055,2873.516484,3160,35.2140007,-80.94309998,38.8521,-77.037697
CLT,DEN,1690.370879,10446.23077,2844,35.2140007,-80.94309998,39.86169815,-104.6729965
CLT,DFW,1679.147945,9393.336986,3663,35.2140007,-80.94309998,32.896801,-97.038002
CLT,DSM,413.6712707,2222.11326,987,35.2140007,-80.94309998,41.5340004,-93.6631012
CLT,DTW,1062.40274,5100,3723,35.2140007,-80.94309998,42.21239853,-83.35340118
CLT,ECP,177.6633663,819.9158416,379,35.2140007,-80.94309998,30.357106,-85.795414
CLT,EVV,193.726257,803.7150838,695,35.2140007,-80.94309998,38.03699875,-87.53240204
CLT,EWN,234.3502825,862.1497175,1381,35.2140007,-80.94309998,35.07300186,-77.04290009
CLT,EWR,1326.56044,6196.857143,4264,35.2140007,-80.94309998,40.69250107,-74.16870117
CLT,EYW,265.2686981,1443.457064,708,35.2140007,-80.94309998,24.55610085,-81.75959778
CLT,FAY,285.4902507,691.5654596,2104,35.2140007,-80.94309998,34.99119949,-78.88030243
CLT,FLL,764.2383562,4145.227397,2394,35.2140007,-80.94309998,26.072599,-80.152702
CLT,FLO,105.7142857,216,168,35.2140007,-80.94309998,34.1853981,-79.72389984
CLT,FWA,187.2955801,900.9392265,709,35.2140007,-80.94309998,40.97850037,-85.19509888
CLT,GNV,330.9779614,1523.140496,1425,35.2140007,-80.94309998,29.69009972,-82.27179718
CLT,GPT,216.2072829,1115.210084,690,35.2140007,-80.94309998,30.40730095,-89.07009888
CLT,GRR,233.4958678,1190.090909,741,35.2140007,-80.94309998,42.88079834,-85.52279663
CLT,GSO,377.9093407,628.8846154,2758,35.2140007,-80.94309998,36.09780121,-79.93730164
CLT,GSP,327.5482094,548.1404959,2653,35.2140007,-80.94309998,34.89569855,-82.21890259
CLT,HHH,194.7288136,594.1016949,508,35.2140007,-80.94309998,32.22439957,-80.69750214
CLT,HOU,177.7507003,1046.27451,406,35.2140007,-80.94309998,29.64539909,-95.27890015
CLT,HPN,380.1086351,1899.376045,1209,35.2140007,-80.94309998,41.06700134,-73.70760345
CLT,HSV,319.9120879,1292.662088,1413,35.2140007,-80.94309998,34.6371994,-86.77510071
CLT,HTS,116.7449393,389.1295547,409,35.2140007,-80.94309998,38.36669922,-82.55799866
CLT,HVN,123,605,2,35.2140007,-80.94309998,41.26369858,-72.88680267
CLT,IAD,849.7424658,3484.657534,3950,35.2140007,-80.94309998,38.94449997,-77.45580292
CLT,IAH,1659.871233,9249.928767,3702,35.2140007,-80.94309998,29.9843998,-95.34140015
CLT,ILM,469.821727,1523.802228,2957,35.2140007,-80.94309998,34.27059937,-77.90260315
CLT,IND,750.8520548,3248.709589,2777,35.2140007,-80.94309998,39.7173,-86.294403
CLT,ITH,102.5,557,2,35.2140007,-80.94309998,42.49100113,-76.45839691
CLT,JAN,368.3241758,1872.818681,1213,35.2140007,-80.94309998,32.31119919,-90.07589722
CLT,JAX,605.9287671,2481.117808,2761,35.2140007,-80.94309998,30.49410057,-81.68789673
CLT,JFK,1238.774725,5766.703297,3880,35.2140007,-80.94309998,40.63980103,-73.77890015
CLT,LAS,1272.778082,8561.632877,1631,35.2140007,-80.94309998,36.08010101,-115.1520004
CLT,LAX,1846.726027,12482.19178,2144,35.2140007,-80.94309998,33.94250107,-118.4079971
CLT,LEX,334.5757576,1268.757576,1639,35.2140007,-80.94309998,38.03649902,-84.60590363
