Origin,Dest,AVG_Time,AVG_Distance,Count,O_lat,O_long,D_lat,D_long
DEN,CHS,163.666666666667,1449.0,3,39.858,-104.667,32.899,-80.04
DEN,CLE,138.230769230769,1201.0,156,39.858,-104.667,41.412,-81.85
DEN,CLT,155.798429319372,1337.0,382,39.858,-104.667,35.214,-80.943
DEN,CMH,133.884816753927,1154.0,191,39.858,-104.667,39.998,-82.892
DEN,COS,18.3518005540166,73.0,361,39.858,-104.667,38.806,-104.7
DEN,COU,82.8235294117647,671.0,51,39.858,-104.667,38.818,-92.219
DEN,CPR,42.2727272727273,230.0,33,39.858,-104.667,42.908,-106.464
DEN,CVG,128.433789954338,1069.0,219,39.858,-104.667,39.046,-84.662
DEN,DAL,88.75,651.0,380,39.858,-104.667,32.847,-96.852
DEN,DAY,124.0,1085.0,1,39.858,-104.667,39.902,-84.219
DEN,DCA,167.653153153153,1476.0,222,39.858,-104.667,38.852,-77.037
DEN,DFW,87.3373493975904,641.0,913,39.858,-104.667,32.896,-97.037
DEN,DRO,44.4405286343612,250.0,227,39.858,-104.667,37.151,-107.754
DEN,DSM,74.9090909090909,589.0,143,39.858,-104.667,41.534,-93.663
DEN,DTW,133.85,1123.0,340,39.858,-104.667,42.212,-83.353
DEN,ELP,86.7295081967213,563.0,122,39.858,-104.667,31.807,-106.378
DEN,EWR,182.16339869281,1605.0,459,39.858,-104.667,40.692,-74.169
DEN,FAT,123.337142857143,844.0,175,39.858,-104.667,36.776,-119.718
DEN,FLL,196.629482071713,1703.0,251,39.858,-104.667,26.072,-80.153
DEN,GEG,121.411764705882,836.0,221,39.858,-104.667,47.62,-117.534
DEN,GRR,116.111111111111,1015.0,81,39.858,-104.667,42.881,-85.523
DEN,HLN,94.7321428571429,594.0,56,39.858,-104.667,46.607,-111.983
DEN,HNL,415.15873015873,3365.0,63,39.858,-104.667,21.316,-157.927
DEN,HOU,116.272727272727,883.0,319,39.858,-104.667,29.645,-95.279
DEN,IAD,161.032822757112,1452.0,457,39.858,-104.667,38.944,-77.456
DEN,IAH,113.89755351682,862.0,654,39.858,-104.667,29.98,-95.34
DEN,ICT,56.9864864864865,420.0,148,39.858,-104.667,37.65,-97.433
DEN,IND,113.825342465753,977.0,292,39.858,-104.667,39.717,-86.294
DEN,ISN,87.4901960784314,576.0,102,39.858,-104.667,48.178,-103.642
DEN,JAX,164.265625,1447.0,64,39.858,-104.667,30.494,-81.688
DEN,JFK,186.6,1626.0,195,39.858,-104.667,40.64,-73.779
DEN,KOA,430.716981132075,3329.0,53,39.858,-104.667,19.739,-156.046
DEN,LAS,90.9422894985809,628.0,1057,39.858,-104.667,36.08,-115.152
DEN,LAX,121.835245901639,862.0,1220,39.858,-104.667,33.942,-118.408
DEN,LGA,183.32319391635,1620.0,526,39.858,-104.667,40.777,-73.872
DEN,LGB,123.1875,854.0,16,39.858,-104.667,33.818,-118.151
DEN,LIH,420.5,3414.0,52,39.858,-104.667,21.976,-159.339
DEN,LIT,99.87,771.0,100,39.858,-104.667,34.729,-92.224
DEN,LNK,57.8585858585859,423.0,99,39.858,-104.667,40.851,-96.759
DEN,MAF,78.4513274336283,563.0,113,39.858,-104.667,31.942,-102.202
DEN,MCI,69.7671755725191,533.0,524,39.858,-104.667,39.297,-94.714
DEN,MCO,179.764705882353,1546.0,510,39.858,-104.667,28.429,-81.316
DEN,MDW,108.366504854369,895.0,412,39.858,-104.667,41.786,-87.752
DEN,MEM,105.841463414634,872.0,82,39.858,-104.667,35.042,-89.977
DEN,MIA,196.841463414634,1709.0,246,39.858,-104.667,25.793,-80.291
DEN,MKE,109.75730994152,896.0,342,39.858,-104.667,42.947,-87.896
DEN,MOT,85.6161616161616,604.0,99,39.858,-104.667,48.259,-101.28
DEN,MSN,98.7441860465116,826.0,129,39.858,-104.667,43.14,-89.337
DEN,MSP,88.6695018226002,680.0,823,39.858,-104.667,44.88,-93.217
DEN,MSY,128.234309623431,1062.0,239,39.858,-104.667,29.993,-90.258
DEN,OAK,133.498113207547,957.0,265,39.858,-104.667,37.721,-122.221
DEN,OGG,428.0,3302.0,56,39.858,-104.667,20.899,-156.431
DEN,OKC,67.6531100478469,495.0,418,39.858,-104.667,35.393,-97.601
DEN,OMA,62.0,472.0,349,39.858,-104.667,41.302,-95.894
DEN,ONT,115.768382352941,819.0,272,39.858,-104.667,34.056,-117.601
DEN,ORD,111.754041570439,888.0,866,39.858,-104.667,41.979,-87.904
DEN,PDX,147.124210526316,991.0,475,39.858,-104.667,45.589,-122.597
DEN,PHL,175.815561959654,1558.0,347,39.858,-104.667,39.872,-75.241
DEN,PHX,92.0675562969141,602.0,1199,39.858,-104.667,33.434,-112.008
DEN,PIT,145.62962962963,1290.0,162,39.858,-104.667,40.491,-80.233
DEN,PSP,111.266968325792,776.0,221,39.858,-104.667,33.829,-116.507
DEN,PUB,23.7040816326531,109.0,98,39.858,-104.667,38.289,-104.496
DEN,RDU,166.167630057803,1436.0,173,39.858,-104.667,35.877,-78.787
DEN,RIC,174.368421052632,1482.0,57,39.858,-104.667,37.505,-77.319
DEN,RNO,118.008928571429,804.0,224,39.858,-104.667,39.498,-119.768
DEN,RSW,183.837837837838,1607.0,111,39.858,-104.667,26.536,-81.755
DEN,SAN,118.363636363636,853.0,572,39.858,-104.667,32.733,-117.189
DEN,SAT,103.304166666667,794.0,240,39.858,-104.667,29.534,-98.47
DEN,SEA,154.603254067584,1024.0,799,39.858,-104.667,47.449,-122.309
DEN,SFO,136.085497835498,967.0,924,39.858,-104.667,37.619,-122.375
DEN,SHV,105.789473684211,792.0,57,39.858,-104.667,32.446,-93.826
DEN,SJC,135.910863509749,948.0,359,39.858,-104.667,37.362,-121.929
DEN,SLC,67.6077348066298,391.0,1086,39.858,-104.667,40.788,-111.978
DEN,SMF,132.457943925234,909.0,428,39.858,-104.667,38.695,-121.591
DEN,SNA,120.231499051233,846.0,527,39.858,-104.667,33.676,-117.868
DEN,STL,92.8391959798995,770.0,398,39.858,-104.667,38.748,-90.36
DEN,TPA,174.127371273713,1506.0,369,39.858,-104.667,27.975,-82.533
DEN,TUL,71.2290076335878,541.0,262,39.858,-104.667,36.198,-95.888
DEN,TUS,96.566091954023,639.0,348,39.858,-104.667,32.116,-110.941
DFW,ABI,31.7162629757785,158.0,289,32.896,-97.037,32.411,-99.682
DFW,ABQ,86.8768472906404,569.0,406,32.896,-97.037,0,0
DFW,ABQ,86.8768472906404,569.0,406,32.896,-97.037,35.04,-106.609
DFW,ACT,21.490099009901,89.0,202,32.896,-97.037,31.611,-97.23
DFW,AEX,45.4210526315789,285.0,152,32.896,-97.037,31.327,-92.548
DFW,AMA,51.8066666666667,312.0,300,32.896,-97.037,35.219,-101.706
DFW,ATL,94.4069651741294,731.0,1005,32.896,-97.037,33.64,-84.427
DFW,AUS,37.7640067911715,190.0,589,32.896,-97.037,30.194,-97.67
DFW,BDL,170.441176470588,1471.0,102,32.896,-97.037,41.939,-72.683
DFW,BHM,76.4509803921569,597.0,255,32.896,-97.037,33.563,-86.753
DFW,BNA,80.56038647343,631.0,414,32.896,-97.037,36.124,-86.678
DFW,BOI,180.263157894737,1272.0,57,32.896,-97.037,43.564,-116.223
DFW,BOS,180.746928746929,1562.0,407,32.896,-97.037,42.364,-71.005
DFW,BPT,51.5943396226415,270.0,106,32.896,-97.037,29.951,-94.021
DFW,BRO,72.2206896551724,482.0,145,32.896,-97.037,25.907,-97.426
DFW,BTR,55.2133757961783,383.0,314,32.896,-97.037,30.533,-91.149
DFW,BWI,142.385281385281,1217.0,231,32.896,-97.037,39.175,-76.668
DFW,CAE,108.827272727273,922.0,110,32.896,-97.037,33.939,-81.119
DFW,CHA,87.6517857142857,695.0,112,32.896,-97.037,35.035,-85.204
DFW,CHS,117.042372881356,987.0,118,32.896,-97.037,32.899,-80.04
DFW,CLE,125.233160621762,1021.0,193,32.896,-97.037,41.412,-81.85
DFW,CLL,32.659793814433,164.0,194,32.896,-97.037,30.588,-96.364
DFW,CLT,115.584437086093,936.0,604,32.896,-97.037,35.214,-80.943
DFW,CMH,114.691489361702,926.0,188,32.896,-97.037,39.998,-82.892
DFW,COS,92.0,592.0,1,32.896,-97.037,38.806,-104.7102263
DFW,COS,89.6818181818182,592.0,220,32.896,-97.037,38.806,-104.7
DFW,COU,66.5619834710744,489.0,121,32.896,-97.037,38.818,-92.219
DFW,CRP,58.8361204013378,354.0,299,32.896,-97.037,27.77,-97.501
DFW,CVG,102.91637630662,812.0,287,32.896,-97.037,39.046,-84.662
DFW,DAY,106.743055555556,861.0,144,32.896,-97.037,39.902,-84.219
DFW,DCA,139.989429175476,1192.0,473,32.896,-97.037,38.852,-77.037
DFW,DEN,97.6290697674419,641.0,860,32.896,-97.037,39.858,-104.667
DFW,DRO,100.915492957746,674.0,142,32.896,-97.037,37.151,-107.754
DFW,DSM,84.6829268292683,624.0,164,32.896,-97.037,41.534,-93.663
DFW,DTW,124.073083778966,986.0,561,32.896,-97.037,42.212,-83.353
DFW,ELP,81.4399141630901,551.0,466,32.896,-97.037,31.807,-106.378
DFW,EWR,168.606382978723,1372.0,470,32.896,-97.037,40.692,-74.169
DFW,FAT,190.008695652174,1313.0,115,32.896,-97.037,36.776,-119.718
DFW,FLL,137.050549450549,1119.0,455,32.896,-97.037,26.072,-80.153
DFW,FSM,38.4757281553398,227.0,206,32.896,-97.037,35.336,-94.367
DFW,GCK,66.0357142857143,404.0,112,32.896,-97.037,37.927,-100.724
DFW,GEG,210.765625,1477.0,64,32.896,-97.037,47.62,-117.534
DFW,GGG,27.5102040816327,140.0,98,32.896,-97.037,32.385,-94.711
DFW,GRK,30.2724137931034,134.0,290,32.896,-97.037,31.067,-97.829
DFW,GRR,115.288343558282,931.0,163,32.896,-97.037,42.881,-85.523
DFW,HNL,475.956140350877,3784.0,114,32.896,-97.037,21.316,-157.927
DFW,HOU,48.5254237288136,247.0,354,32.896,-97.037,29.645,-95.279
DFW,IAD,139.022012578616,1172.0,318,32.896,-97.037,38.944,-77.456
DFW,IAH,44.8308740068104,224.0,881,32.896,-97.037,29.98,-95.34
DFW,ICT,53.0743034055728,328.0,323,32.896,-97.037,37.65,-97.433
DFW,ILM,124.666666666667,1106.0,3,32.896,-97.037,34.271,-77.903
DFW,IND,98.5730769230769,761.0,260,32.896,-97.037,39.717,-86.294
DFW,JAN,57.4533333333333,408.0,300,32.896,-97.037,32.311,-90.076
DFW,JAX,111.726829268293,918.0,205,32.896,-97.037,30.494,-81.688
DFW,JFK,173.371621621622,1391.0,148,32.896,-97.037,40.64,-73.779
DFW,KOA,495.444444444444,3724.0,18,32.896,-97.037,19.739,-156.046
DFW,LAS,149.326704545455,1055.0,704,32.896,-97.037,36.08,-115.152
DFW,LAX,173.257742257742,1235.0,1001,32.896,-97.037,33.942,-118.408
DFW,LBB,47.328125,282.0,320,32.896,-97.037,33.664,-101.823
DFW,LCH,50.7788461538462,295.0,104,32.896,-97.037,30.126,-93.223
DFW,LFT,55.7376237623762,351.0,202,32.896,-97.037,30.205,-91.987
DFW,LGA,167.776346604215,1389.0,854,32.896,-97.037,40.777,-73.872
DFW,LIH,505.142857142857,3847.0,14,32.896,-97.037,21.976,-159.339
DFW,LIT,47.1394230769231,304.0,416,32.896,-97.037,34.729,-92.224
DFW,LRD,63.2962962962963,396.0,189,32.896,-97.037,27.544,-99.461
DFW,MAF,51.8675078864353,309.0,317,32.896,-97.037,31.942,-102.202
DFW,MCI,68.2840579710145,460.0,345,32.896,-97.037,39.297,-94.714
DFW,MCO,124.81990521327,985.0,633,32.896,-97.037,28.429,-81.316
DFW,MEM,62.9150943396226,431.0,318,32.896,-97.037,35.042,-89.977
DFW,MFE,71.603125,469.0,320,32.896,-97.037,26.176,-98.239
DFW,MIA,134.291005291005,1121.0,567,32.896,-97.037,25.793,-80.291
DFW,MKE,111.895287958115,853.0,191,32.896,-97.037,42.947,-87.896
DFW,MLU,43.2892561983471,293.0,121,32.896,-97.037,32.511,-92.037
DFW,MOB,70.156462585034,539.0,147,32.896,-97.037,30.691,-88.243
DFW,MSN,105.614864864865,821.0,148,32.896,-97.037,43.14,-89.337
DFW,MSP,113.785953177258,852.0,598,32.896,-97.037,44.88,-93.217
DFW,MSY,62.8787878787879,447.0,396,32.896,-97.037,29.993,-90.258
DFW,MYR,120.333333333333,1048.0,3,32.896,-97.037,33.68,-78.928
DFW,OGG,469.739726027397,3711.0,73,32.896,-97.037,20.899,-156.431
DFW,OKC,35.1595744680851,175.0,470,32.896,-97.037,35.393,-97.601
DFW,OMA,82.3364485981308,583.0,214,32.896,-97.037,41.302,-95.894
DFW,ONT,166.475609756098,1188.0,246,32.896,-97.037,34.056,-117.601
DFW,ORD,107.13987284287,802.0,1101,32.896,-97.037,41.979,-87.904
DFW,ORF,142.148936170213,1212.0,94,32.896,-97.037,36.894,-76.201
DFW,PBI,136.006097560976,1102.0,164,32.896,-97.037,26.683,-80.096
DFW,PDX,227.564102564103,1616.0,234,32.896,-97.037,45.589,-122.597
DFW,PHL,156.943119266055,1303.0,545,32.896,-97.037,39.872,-75.241
DFW,PHX,132.226666666667,868.0,675,32.896,-97.037,33.434,-112.008
DFW,PIT,128.370731707317,1067.0,205,32.896,-97.037,40.491,-80.233
DFW,PNS,80.2009132420091,604.0,219,32.896,-97.037,30.473,-87.187
DFW,PSP,161.188235294118,1126.0,170,32.896,-97.037,33.829,-116.507
DFW,RDU,129.860215053763,1061.0,279,32.896,-97.037,35.877,-78.787
DFW,RIC,135.392857142857,1158.0,112,32.896,-97.037,37.505,-77.319
DFW,RNO,189.247706422018,1345.0,109,32.896,-97.037,39.498,-119.768
DFW,ROW,68.1458333333333,435.0,144,32.896,-97.037,33.301,-104.531
DFW,RSW,125.207317073171,1017.0,164,32.896,-97.037,26.536,-81.755
DFW,SAF,81.8352941176471,551.0,170,32.896,-97.037,35.617,-106.088
DFW,SAN,162.835140997831,1171.0,461,32.896,-97.037,32.733,-117.189
DFW,SAT,46.5017421602787,247.0,574,32.896,-97.037,29.534,-98.47
DFW,SAV,110.533898305085,925.0,118,32.896,-97.037,32.127,-81.202
DFW,SEA,235.382716049383,1660.0,486,32.896,-97.037,47.449,-122.309
DFW,SFO,206.77503628447,1464.0,689,32.896,-97.037,37.619,-122.375
DFW,SHV,33.5031446540881,190.0,318,32.896,-97.037,32.446,-93.826
DFW,SJC,203.230392156863,1438.0,204,32.896,-97.037,37.362,-121.929
DFW,SJT,42.3468468468468,229.0,222,32.896,-97.037,31.358,-100.496
DFW,SLC,143.739130434783,989.0,575,32.896,-97.037,40.788,-111.978
DFW,SMF,202.626050420168,1431.0,238,32.896,-97.037,38.695,-121.591
DFW,SNA,170.539325842697,1205.0,445,32.896,-97.037,33.676,-117.868
DFW,SPS,26.8376623376623,113.0,154,32.896,-97.037,33.989,-98.492
DFW,STL,75.9925558312655,550.0,403,32.896,-97.037,38.748,-90.36
DFW,SUX,93.8857142857143,657.0,70,32.896,-97.037,42.402,-96.384
DFW,TLH,96.4190476190476,767.0,105,32.896,-97.037,30.396,-84.35
DFW,TPA,117.659793814433,929.0,388,32.896,-97.037,27.975,-82.533
DFW,TUL,40.7241379310345,237.0,406,32.896,-97.037,36.198,-95.888
DFW,TUS,119.215223097113,813.0,381,32.896,-97.037,32.116,-110.941
DFW,TXK,32.978102189781,181.0,137,32.896,-97.037,33.454,-93.991
DFW,TYR,22.7659574468085,102.0,188,32.896,-97.037,32.354,-95.402
DFW,TYS,94.621359223301,771.0,206,32.896,-97.037,35.812,-83.993
DFW,VPS,83.3838862559242,641.0,211,32.896,-97.037,30.483,-86.525
DHN,ATL,35.5781990521327,170.0,211,31.321,-85.449,33.64,-84.427
DLH,MSP,34.8706467661692,144.0,201,46.842,-92.194,44.88,-93.217
DLH,ORD,71.6666666666667,397.0,162,46.842,-92.194,41.979,-87.904
DRO,DEN,44.9779735682819,250.0,227,37.151,-107.754,39.858,-104.667
DRO,DFW,88.1901408450704,674.0,142,37.151,-107.754,32.896,-97.037
DRO,PHX,60.9428571428571,353.0,105,37.151,-107.754,33.434,-112.008
DSM,ATL,96.1357142857143,743.0,140,41.534,-93.663,33.64,-84.427
DSM,CLT,109.375,815.0,144,41.534,-93.663,35.214,-80.943
DSM,DCA,112.685185185185,897.0,54,41.534,-93.663,38.852,-77.037
DSM,DEN,95.2153110047847,589.0,209,41.534,-93.663,39.858,-104.667
DSM,DFW,96.4817073170732,624.0,164,41.534,-93.663,32.896,-97.037
DSM,DTW,77.3059701492537,533.0,134,41.534,-93.663,42.212,-83.353
DSM,EWR,123.377358490566,1017.0,53,41.534,-93.663,40.692,-74.169
DSM,IAH,125.424528301887,802.0,106,41.534,-93.663,29.98,-95.34
DSM,LAS,171.193548387097,1216.0,93,41.534,-93.663,36.08,-115.152
DSM,LGA,125.341463414634,1031.0,41,41.534,-93.663,40.777,-73.872
DSM,MCO,142.375,1141.0,24,41.534,-93.663,28.429,-81.316
DSM,MSP,43.8792270531401,232.0,207,41.534,-93.663,44.88,-93.217
DSM,ORD,54.8675213675214,299.0,468,41.534,-93.663,41.979,-87.904
DSM,PHX,166.258278145695,1150.0,151,41.534,-93.663,33.434,-112.008
DSM,PIE,137.318181818182,1126.0,22,41.534,-93.663,27.911,-82.687
DSM,SFB,139.285714285714,1124.0,28,41.534,-93.663,0,0
DSM,SLC,146.31914893617,955.0,47,41.534,-93.663,40.788,-111.978
DSM,STL,42.3333333333333,259.0,105,41.534,-93.663,38.748,-90.36
DTW,ALB,64.3006535947712,489.0,153,42.212,-83.353,42.748,-73.803
DTW,ATL,96.7661388550548,594.0,821,42.212,-83.353,33.64,-84.427
DTW,AUS,167.361538461538,1149.0,130,42.212,-83.353,30.194,-97.67
DTW,BDL,70.909604519774,549.0,177,42.212,-83.353,41.939,-72.683
DTW,BNA,72.7448071216617,456.0,337,42.212,-83.353,36.124,-86.678
DTW,BOS,81.0373443983403,632.0,482,42.212,-83.353,42.364,-71.005
DTW,BTV,71.2238805970149,537.0,134,42.212,-83.353,44.472,-73.153
DTW,BUF,40.7682119205298,241.0,151,42.212,-83.353,42.94,-78.732
DTW,BWI,63.8400954653938,409.0,419,42.212,-83.353,39.175,-76.668
DTW,CHA,78.2073170731707,505.0,82,42.212,-83.353,35.035,-85.204
DTW,CHS,96.0,667.0,2,42.212,-83.353,32.899,-80.04
DTW,CLE,24.0325581395349,95.0,215,42.212,-83.353,41.412,-81.85
DTW,CLT,80.9345603271984,500.0,489,42.212,-83.353,35.214,-80.943
DTW,CMH,33.943143812709,155.0,299,42.212,-83.353,39.998,-82.892
DTW,CVG,44.1437125748503,229.0,167,42.212,-83.353,39.046,-84.662
DTW,DAL,149.0,981.0,55,42.212,-83.353,32.847,-96.852
DTW,DAY,33.8516483516484,166.0,182,42.212,-83.353,39.902,-84.219
DTW,DCA,63.9834368530021,405.0,483,42.212,-83.353,38.852,-77.037
DTW,DEN,165.743362831858,1123.0,339,42.212,-83.353,39.858,-104.667
DTW,DFW,148.940647482014,986.0,556,42.212,-83.353,32.896,-97.037
DTW,DSM,86.7573529411765,533.0,136,42.212,-83.353,41.534,-93.663
DTW,EWR,72.6220657276995,488.0,426,42.212,-83.353,40.692,-74.169
DTW,FLL,154.676789587852,1127.0,461,42.212,-83.353,26.072,-80.153
DTW,GRB,56.981308411215,287.0,107,42.212,-83.353,44.485,-88.129
DTW,GRR,27.6256983240223,120.0,179,42.212,-83.353,42.881,-85.523
DTW,HPN,71.4126984126984,505.0,126,42.212,-83.353,41.067,-73.707
DTW,IAD,60.124183006536,383.0,306,42.212,-83.353,38.944,-77.456
DTW,IAH,163.72380952381,1075.0,525,42.212,-83.353,29.98,-95.34
DTW,IND,44.2829457364341,231.0,258,42.212,-83.353,39.717,-86.294
DTW,JAX,110.462962962963,813.0,54,42.212,-83.353,30.494,-81.688
DTW,JFK,74.372972972973,509.0,185,42.212,-83.353,40.64,-73.779
DTW,LAN,20.2612244897959,74.0,245,42.212,-83.353,42.779,-84.587
DTW,LAS,244.532631578947,1749.0,475,42.212,-83.353,36.08,-115.152
DTW,LAX,271.106382978723,1979.0,329,42.212,-83.353,33.942,-118.408
DTW,LGA,75.5629820051414,502.0,778,42.212,-83.353,40.777,-73.872
DTW,MCI,99.3293172690763,629.0,249,42.212,-83.353,39.297,-94.714
DTW,MCO,129.994889267462,957.0,587,42.212,-83.353,28.429,-81.316
DTW,MDT,54.03125,371.0,160,42.212,-83.353,40.193,-76.763
DTW,MDW,46.8778625954198,228.0,262,42.212,-83.353,41.786,-87.752
DTW,MEM,94.5882352941177,610.0,34,42.212,-83.353,35.042,-89.977
DTW,MIA,156.031545741325,1145.0,317,42.212,-83.353,25.793,-80.291
DTW,MKE,46.4864864864865,237.0,296,42.212,-83.353,42.947,-87.896
DTW,MQT,63.0,349.0,43,42.212,-83.353,46.534,-87.562
DTW,MSN,54.9189189189189,311.0,111,42.212,-83.353,43.14,-89.337
DTW,MSP,89.9440715883669,528.0,447,42.212,-83.353,44.88,-93.217
DTW,MSY,131.948497854077,926.0,233,42.212,-83.353,29.993,-90.258
DTW,MYR,89.0,636.0,12,42.212,-83.353,33.68,-78.928
DTW,OKC,137.0,900.0,55,42.212,-83.353,35.393,-97.601
DTW,OMA,103.162790697674,651.0,43,42.212,-83.353,41.302,-95.894
DTW,ORD,49.1881496881497,235.0,962,42.212,-83.353,41.979,-87.904
DTW,ORF,76.972602739726,529.0,146,42.212,-83.353,36.894,-76.201
DTW,PBI,147.80701754386,1086.0,57,42.212,-83.353,26.683,-80.096
DTW,PDX,273.762711864407,1953.0,59,42.212,-83.353,45.589,-122.597
DTW,PHL,69.0612244897959,453.0,392,42.212,-83.353,39.872,-75.241
DTW,PHX,238.87027027027,1671.0,370,42.212,-83.353,33.434,-112.008
DTW,PIT,37.4561403508772,201.0,228,42.212,-83.353,40.491,-80.233
DTW,PVD,80.1241379310345,615.0,145,42.212,-83.353,41.724,-71.428
DTW,PWM,82.8648648648649,668.0,74,42.212,-83.353,43.646,-70.309
DTW,RDU,75.4,501.0,135,42.212,-83.353,35.877,-78.787
DTW,RIC,67.9935897435897,456.0,156,42.212,-83.353,37.505,-77.319
DTW,ROC,46.8592964824121,296.0,199,42.212,-83.353,43.119,-77.672
DTW,RSW,147.621928166352,1084.0,529,42.212,-83.353,26.536,-81.755
DTW,SAN,265.891089108911,1956.0,101,42.212,-83.353,32.733,-117.189
DTW,SAT,174.705882352941,1214.0,102,42.212,-83.353,29.534,-98.47
DTW,SEA,273.422222222222,1927.0,270,42.212,-83.353,47.449,-122.309
DTW,SFO,287.123404255319,2079.0,235,42.212,-83.353,37.619,-122.375
DTW,SLC,214.945945945946,1481.0,222,42.212,-83.353,40.788,-111.978
DTW,SNA,270.676470588235,1960.0,34,42.212,-83.353,33.676,-117.868
DTW,STL,75.062893081761,440.0,159,42.212,-83.353,38.748,-90.36
DTW,SWF,68.009900990099,479.0,101,42.212,-83.353,41.504,-74.105
DTW,SYR,53.0666666666667,374.0,165,42.212,-83.353,43.111,-76.106
DTW,TPA,134.129032258065,983.0,465,42.212,-83.353,27.975,-82.533
DTW,TUL,122.765957446809,789.0,47,42.212,-83.353,36.198,-95.888
DTW,TYS,68.6494845360825,443.0,194,42.212,-83.353,35.812,-83.993
ELP,ATL,149.22641509434,1282.0,106,31.807,-106.378,33.64,-84.427
ELP,AUS,68.8818181818182,528.0,110,31.807,-106.378,30.194,-97.67
ELP,DAL,76.6619047619048,562.0,210,31.807,-106.378,32.847,-96.852
ELP,DEN,86.0327868852459,563.0,122,31.807,-106.378,39.858,-104.667
ELP,DFW,75.5757575757576,551.0,462,31.807,-106.378,32.896,-97.037
ELP,HOU,87.6078431372549,677.0,153,31.807,-106.378,29.645,-95.279
ELP,IAH,91.2014925373134,667.0,268,31.807,-106.378,29.98,-95.34
ELP,LAS,87.0234375,583.0,128,31.807,-106.378,36.08,-115.152
ELP,LAX,104.112244897959,715.0,98,31.807,-106.378,33.942,-118.408
ELP,ORD,152.901408450704,1236.0,71,31.807,-106.378,41.979,-87.904
ELP,PHX,60.8367768595041,347.0,484,31.807,-106.378,33.434,-112.008
ELP,SAN,97.0,636.0,1,31.807,-106.378,32.733,-117.189
ELP,SAT,64.8245614035088,496.0,114,31.807,-106.378,29.534,-98.47
EWN,ATL,77.3673469387755,433.0,98,35.073,-77.043,33.64,-84.427
EWN,CLT,55.0,221.0,168,35.073,-77.043,35.214,-80.943
EWR,ALB,33.4358974358974,143.0,39,40.692,-74.169,42.748,-73.803
EWR,ATL,116.454759106933,746.0,851,40.692,-74.169,33.64,-84.427
EWR,AUS,221.622119815668,1504.0,217,40.692,-74.169,30.194,-97.67
EWR,BDL,26.7829457364341,116.0,129,40.692,-74.169,41.939,-72.683
EWR,BGR,58.7714285714286,393.0,105,40.692,-74.169,44.807,-68.828
EWR,BNA,119.789473684211,748.0,209,40.692,-74.169,36.124,-86.678
EWR,BOS,41.3365650969529,200.0,722,40.692,-74.169,42.364,-71.005
EWR,BTV,46.1971830985916,266.0,142,40.692,-74.169,44.472,-73.153
EWR,BUF,53.0131578947368,282.0,152,40.692,-74.169,42.94,-78.732
EWR,BWI,38.9024390243902,169.0,205,40.692,-74.169,39.175,-76.668
EWR,CHA,115.346153846154,718.0,104,40.692,-74.169,35.035,-85.204
EWR,CHS,100.848920863309,628.0,139,40.692,-74.169,32.899,-80.04
EWR,CLE,69.5584415584416,404.0,308,40.692,-74.169,41.412,-81.85
EWR,CLT,89.3358778625954,529.0,655,40.692,-74.169,35.214,-80.943
EWR,CMH,80.4418604651163,463.0,215,40.692,-74.169,39.998,-82.892
EWR,CVG,99.6753246753247,569.0,385,40.692,-74.169,39.046,-84.662
EWR,DAY,92.0510204081633,533.0,98,40.692,-74.169,39.902,-84.219
EWR,DCA,45.2014925373134,199.0,402,40.692,-74.169,38.852,-77.037
EWR,DEN,230.171215880893,1605.0,403,40.692,-74.169,39.858,-104.667
EWR,DFW,205.937901498929,1372.0,467,40.692,-74.169,32.896,-97.037
EWR,DSM,157.188679245283,1017.0,53,40.692,-74.169,41.534,-93.663
EWR,DTW,88.8860465116279,488.0,430,40.692,-74.169,42.212,-83.353
EWR,EYW,174.582089552239,1196.0,67,40.692,-74.169,24.556,-81.759
EWR,FLL,153.278557114228,1065.0,998,40.692,-74.169,26.072,-80.153
EWR,GRR,101.583333333333,605.0,72,40.692,-74.169,42.881,-85.523
EWR,HNL,626.036363636364,4962.0,55,40.692,-74.169,21.316,-157.927
EWR,IAD,47.984126984127,212.0,63,40.692,-74.169,38.944,-77.456
EWR,IAH,204.41586073501,1400.0,517,40.692,-74.169,29.98,-95.34
EWR,IND,106.431547619048,645.0,336,40.692,-74.169,39.717,-86.294
EWR,JAX,124.022099447514,820.0,181,40.692,-74.169,30.494,-81.688
EWR,LAS,309.147909967846,2227.0,311,40.692,-74.169,36.08,-115.152
EWR,LAX,333.836363636364,2454.0,715,40.692,-74.169,33.942,-118.408
EWR,MCI,166.059602649007,1092.0,151,40.692,-74.169,39.297,-94.714
EWR,MCO,137.489400921659,937.0,1085,40.692,-74.169,28.429,-81.316
EWR,MDW,112.545081967213,711.0,244,40.692,-74.169,41.786,-87.752
EWR,MEM,154.817567567568,946.0,148,40.692,-74.169,35.042,-89.977
EWR,MIA,156.113082039911,1085.0,451,40.692,-74.169,25.793,-80.291
EWR,MKE,119.401459854015,725.0,137,40.692,-74.169,42.947,-87.896
EWR,MSN,129.883333333333,799.0,60,40.692,-74.169,43.14,-89.337
EWR,MSP,158.72131147541,1008.0,427,40.692,-74.169,44.88,-93.217
EWR,MSY,172.293333333333,1167.0,225,40.692,-74.169,29.993,-90.258
EWR,MYR,86.7798165137615,550.0,109,40.692,-74.169,33.68,-78.928
