Origin,Dest,AVG_Time,AVG_Distance,Count,O_lat,O_long,D_lat,D_long
ABI,DFW,34.3448275862069,158.0,290,32.411,-99.682,32.896,-97.037
ABQ,ATL,146.876404494382,1269.0,89,35.04,-106.609,33.64,-84.427
ABQ,AUS,80.027027027027,619.0,37,35.04,-106.609,30.194,-97.67
ABQ,BWI,191.017543859649,1670.0,57,35.04,-106.609,39.175,-76.668
ABQ,DAL,79.7233201581028,580.0,253,35.04,-106.609,32.847,-96.852
ABQ,DEN,56.473441108545,349.0,433,35.04,-106.609,39.858,-104.667
ABQ,DFW,77.4518518518519,569.0,405,35.04,-106.609,32.896,-97.037
ABQ,HOU,99.2222222222222,759.0,153,35.04,-106.609,29.645,-95.279
ABQ,IAH,101.432926829268,744.0,164,35.04,-106.609,29.98,-95.34
ABQ,JFK,209.631578947368,1826.0,38,35.04,-106.609,40.64,-73.779
ABQ,LAS,74.1004566210046,486.0,219,35.04,-106.609,36.08,-115.152
ABQ,LAX,100.907514450867,677.0,173,35.04,-106.609,33.942,-118.408
ABQ,MCI,89.4464285714286,718.0,56,35.04,-106.609,39.297,-94.714
ABQ,MDW,130.492063492063,1121.0,63,35.04,-106.609,41.786,-87.752
ABQ,MSP,138.0,981.0,2,35.04,-106.609,44.88,-93.217
ABQ,OAK,128.830188679245,889.0,106,35.04,-106.609,37.721,-122.221
ABQ,ORD,137.950819672131,1118.0,122,35.04,-106.609,41.979,-87.904
ABQ,PHX,59.370883882149,328.0,577,35.04,-106.609,33.434,-112.008
ABQ,SAN,93.3238095238095,628.0,105,35.04,-106.609,32.733,-117.189
ABQ,SEA,173.333333333333,1180.0,3,35.04,-106.609,47.449,-122.309
ABQ,SFO,138.590476190476,896.0,105,35.04,-106.609,37.619,-122.375
ABQ,SLC,77.9833333333333,493.0,60,35.04,-106.609,40.788,-111.978
ACT,DFW,27.1758793969849,89.0,199,31.611,-97.23,32.896,-97.037
ACY,FLL,140.658682634731,977.0,167,39.458,-74.577,26.072,-80.153
ACY,MCO,124.675675675676,852.0,111,39.458,-74.577,28.429,-81.316
ACY,MYR,72.1111111111111,466.0,54,39.458,-74.577,33.68,-78.928
ACY,PBI,137.527272727273,936.0,55,39.458,-74.577,26.683,-80.096
ACY,RSW,145.594594594595,982.0,111,39.458,-74.577,26.536,-81.755
ACY,TPA,135.267857142857,913.0,56,39.458,-74.577,27.975,-82.533
ADK,ANC,147.357142857143,1192.0,14,51.878,-176.646,61.174,-149.996
ADQ,ANC,41.1704545454545,253.0,88,57.75,-152.494,61.174,-149.996
AEX,ATL,71.5222222222222,500.0,180,31.327,-92.548,33.64,-84.427
AEX,DFW,54.6092715231788,285.0,151,31.327,-92.548,32.896,-97.037
AEX,IAH,42.1292517006803,190.0,147,31.327,-92.548,29.98,-95.34
AGS,ATL,35.0735294117647,143.0,408,33.37,-81.964,33.64,-84.427
AGS,CLT,31.9857142857143,140.0,140,33.37,-81.964,35.214,-80.943
ALB,ATL,136.119205298013,853.0,151,42.748,-73.803,33.64,-84.427
ALB,BWI,58.5187969924812,289.0,266,42.748,-73.803,39.175,-76.668
ALB,CLT,109.739726027397,646.0,146,42.748,-73.803,35.214,-80.943
ALB,DCA,69.0,318.0,219,42.748,-73.803,38.852,-77.037
ALB,DEN,238.636363636364,1610.0,55,42.748,-73.803,39.858,-104.667
ALB,DTW,85.9470198675497,489.0,151,42.748,-73.803,42.212,-83.353
ALB,EWR,37.1081081081081,143.0,37,42.748,-73.803,40.692,-74.169
ALB,FLL,173.527777777778,1204.0,108,42.748,-73.803,26.072,-80.153
ALB,MCO,160.265193370166,1073.0,181,42.748,-73.803,28.429,-81.316
ALB,MDW,116.166666666667,717.0,108,42.748,-73.803,41.786,-87.752
ALB,MSP,136.0,980.0,2,42.748,-73.803,44.88,-93.217
ALB,ORD,123.665289256198,723.0,242,42.748,-73.803,41.979,-87.904
ALB,PHL,53.280303030303,212.0,132,42.748,-73.803,39.872,-75.241
ALB,RSW,185.142857142857,1205.0,7,42.748,-73.803,26.536,-81.755
ALB,TPA,169.444444444444,1130.0,63,42.748,-73.803,27.975,-82.533
AMA,DAL,50.8047619047619,323.0,210,35.219,-101.706,32.847,-96.852
AMA,DEN,63.9411764705882,359.0,17,35.219,-101.706,39.858,-104.667
AMA,DFW,49.2818791946309,312.0,298,35.219,-101.706,32.896,-97.037
AMA,IAH,79.7763157894737,517.0,152,35.219,-101.706,29.98,-95.34
AMA,LAS,110.607142857143,758.0,56,35.219,-101.706,36.08,-115.152
ANC,ADK,162.214285714286,1192.0,14,61.174,-149.996,51.878,-176.646
ANC,ADQ,43.4772727272727,253.0,88,61.174,-149.996,57.75,-152.494
ANC,BET,59.6230769230769,399.0,130,61.174,-149.996,60.78,-161.838
ANC,CDV,34.1818181818182,160.0,55,61.174,-149.996,60.492,-145.477
ANC,DEN,273.761904761905,2405.0,63,61.174,-149.996,39.858,-104.667
ANC,FAI,42.3225806451613,261.0,155,61.174,-149.996,64.815,-147.856
ANC,HNL,352.482142857143,2777.0,56,61.174,-149.996,21.316,-157.927
ANC,JNU,77.0096153846154,571.0,208,61.174,-149.996,58.355,-134.576
ANC,KOA,358.875,2874.0,16,61.174,-149.996,19.739,-156.046
ANC,LAS,285.428571428571,2304.0,7,61.174,-149.996,36.08,-115.152
ANC,LAX,277.730769230769,2345.0,52,61.174,-149.996,33.942,-118.408
ANC,MSP,281.0,2519.0,40,61.174,-149.996,44.88,-93.217
ANC,OGG,350.40625,2797.0,32,61.174,-149.996,20.899,-156.431
ANC,OME,76.6964285714286,539.0,56,61.174,-149.996,64.512,-165.445
ANC,ORD,322.5,2846.0,8,61.174,-149.996,41.979,-87.904
ANC,OTZ,76.8762886597938,548.0,97,61.174,-149.996,66.884,-162.598
ANC,PDX,186.894736842105,1542.0,114,61.174,-149.996,45.589,-122.597
ANC,PHX,303.92,2552.0,25,61.174,-149.996,33.434,-112.008
ANC,SCC,84.8108108108108,626.0,111,61.174,-149.996,70.195,-148.465
ANC,SEA,175.217610062893,1448.0,795,61.174,-149.996,47.449,-122.309
ANC,SFO,257.0,2018.0,7,61.174,-149.996,37.619,-122.375
ATL,ABQ,178.314606741573,1269.0,89,33.64,-84.427,0,0
ATL,ABQ,178.314606741573,1269.0,89,33.64,-84.427,35.04,-106.609
ATL,ABY,30.5850340136054,145.0,147,33.64,-84.427,0,0
ATL,AEX,80.7206703910614,500.0,179,33.64,-84.427,31.327,-92.548
ATL,AGS,28.8894348894349,143.0,407,33.64,-84.427,33.37,-81.964
ATL,ALB,106.576158940397,853.0,151,33.64,-84.427,42.748,-73.803
ATL,AUS,122.181647940075,813.0,534,33.64,-84.427,30.194,-97.67
ATL,BDL,106.660436137072,859.0,321,33.64,-84.427,41.939,-72.683
ATL,BHM,30.4855233853007,134.0,449,33.64,-84.427,33.563,-86.753
ATL,BNA,40.2403258655804,214.0,491,33.64,-84.427,36.124,-86.678
ATL,BOS,117.906444906445,946.0,962,33.64,-84.427,42.364,-71.005
ATL,BQK,41.2758620689655,238.0,145,33.64,-84.427,0,0
ATL,BTR,72.4789156626506,448.0,332,33.64,-84.427,30.533,-91.149
ATL,BTV,112.481481481481,961.0,54,33.64,-84.427,44.472,-73.153
ATL,BUF,92.4906542056075,712.0,214,33.64,-84.427,42.94,-78.732
ATL,BWI,78.3770139634801,577.0,931,33.64,-84.427,39.175,-76.668
ATL,CAE,33.2080200501253,192.0,399,33.64,-84.427,33.939,-81.119
ATL,CHA,25.7324840764331,106.0,471,33.64,-84.427,35.035,-85.204
ATL,CHS,41.5838926174497,259.0,447,33.64,-84.427,32.899,-80.04
ATL,CLE,77.5616438356164,554.0,511,33.64,-84.427,41.412,-81.85
ATL,CLT,41.6648822269807,226.0,934,33.64,-84.427,35.214,-80.943
ATL,CMH,66.0128440366972,447.0,545,33.64,-84.427,39.998,-82.892
ATL,COS,168.116279069767,1184.0,43,33.64,-84.427,38.806,-104.7
ATL,CVG,57.8757062146893,373.0,354,33.64,-84.427,39.046,-84.662
ATL,DAL,111.789575289575,721.0,518,33.64,-84.427,32.847,-96.852
ATL,DAY,65.2450980392157,432.0,204,33.64,-84.427,39.902,-84.219
ATL,DCA,76.5195797516714,547.0,1047,33.64,-84.427,38.852,-77.037
ATL,DEN,174.816804407714,1199.0,726,33.64,-84.427,39.858,-104.667
ATL,DFW,116.987077534791,731.0,1006,33.64,-84.427,32.896,-97.037
ATL,DHN,34.9431279620853,170.0,211,33.64,-84.427,31.321,-85.449
ATL,DSM,109.764285714286,743.0,140,33.64,-84.427,41.534,-93.663
ATL,DTW,87.3385922330097,594.0,824,33.64,-84.427,42.212,-83.353
ATL,ELP,177.38679245283,1282.0,106,33.64,-84.427,31.807,-106.378
ATL,EWN,60.3775510204082,433.0,98,33.64,-84.427,35.073,-77.043
ATL,EWR,99.0469483568075,746.0,852,33.64,-84.427,40.692,-74.169
ATL,EYW,88.0636042402827,646.0,283,33.64,-84.427,24.556,-81.759
ATL,FLL,85.8270361041142,581.0,1191,33.64,-84.427,26.072,-80.153
ATL,FSM,88.2551020408163,579.0,98,33.64,-84.427,35.336,-94.367
ATL,GNV,48.850144092219,300.0,347,33.64,-84.427,29.69,-82.272
ATL,GRB,106.563636363636,774.0,55,33.64,-84.427,44.485,-88.129
ATL,GRK,112.285714285714,803.0,21,33.64,-84.427,31.067,-97.829
ATL,GRR,88.0632911392405,640.0,237,33.64,-84.427,42.881,-85.523
ATL,HNL,572.428571428571,4502.0,56,33.64,-84.427,21.316,-157.927
ATL,HOU,109.896081771721,696.0,587,33.64,-84.427,29.645,-95.279
ATL,HPN,105.366533864542,780.0,251,33.64,-84.427,41.067,-73.707
ATL,IAD,74.7874617737003,534.0,654,33.64,-84.427,38.944,-77.456
ATL,IAH,110.022556390977,689.0,798,33.64,-84.427,29.98,-95.34
ATL,ICT,117.125,782.0,152,33.64,-84.427,37.65,-97.433
ATL,ILM,54.4435483870968,377.0,248,33.64,-84.427,34.271,-77.903
ATL,IND,65.4558303886926,432.0,566,33.64,-84.427,39.717,-86.294
ATL,JAN,57.4736842105263,341.0,304,33.64,-84.427,32.311,-90.076
ATL,JAX,43.6193029490617,270.0,746,33.64,-84.427,30.494,-81.688
ATL,JFK,100.852367688022,760.0,359,33.64,-84.427,40.64,-73.779
ATL,LAS,241.04776119403,1747.0,670,33.64,-84.427,36.08,-115.152
ATL,LAX,266.468196037539,1947.0,959,33.64,-84.427,33.942,-118.408
ATL,LFT,83.2287581699346,503.0,153,33.64,-84.427,30.205,-91.987
ATL,LGA,99.5927797833935,762.0,1385,33.64,-84.427,40.777,-73.872
ATL,LIT,72.7896551724138,453.0,290,33.64,-84.427,34.729,-92.224
ATL,LNK,123.026315789474,841.0,38,33.64,-84.427,40.851,-96.759
ATL,MCI,107.003472222222,692.0,576,33.64,-84.427,39.297,-94.714
ATL,MCO,61.2408602150538,404.0,1395,33.64,-84.427,28.429,-81.316
ATL,MDT,82.6979865771812,620.0,149,33.64,-84.427,40.193,-76.763
ATL,MDW,87.1969111969112,591.0,518,33.64,-84.427,41.786,-87.752
ATL,MEM,58.977366255144,332.0,486,33.64,-84.427,35.042,-89.977
ATL,MIA,86.7275510204082,594.0,980,33.64,-84.427,25.793,-80.291
ATL,MKE,95.1224944320713,669.0,449,33.64,-84.427,42.947,-87.896
ATL,MLB,64.3073770491803,442.0,244,33.64,-84.427,28.103,-80.645
ATL,MLU,76.5270935960591,448.0,203,33.64,-84.427,32.511,-92.037
ATL,MOB,55.8924418604651,302.0,344,33.64,-84.427,30.691,-88.243
ATL,MSN,100.118421052632,707.0,152,33.64,-84.427,43.14,-89.337
ATL,MSP,130.966896551724,907.0,725,33.64,-84.427,44.88,-93.217
ATL,MSY,70.3071253071253,425.0,814,33.64,-84.427,29.993,-90.258
ATL,MYR,46.4615384615385,317.0,156,33.64,-84.427,33.68,-78.928
ATL,OAK,293.649122807018,2130.0,57,33.64,-84.427,37.721,-122.221
ATL,OKC,113.508710801394,761.0,287,33.64,-84.427,35.393,-97.601
ATL,OMA,122.665369649805,821.0,257,33.64,-84.427,41.302,-95.894
ATL,ORD,93.6279683377309,606.0,1137,33.64,-84.427,41.979,-87.904
ATL,ORF,68.0,516.0,361,33.64,-84.427,36.894,-76.201
ATL,PBI,82.2681047765793,545.0,649,33.64,-84.427,26.683,-80.096
ATL,PDX,299.470588235294,2172.0,153,33.64,-84.427,45.589,-122.597
ATL,PHF,69.8815789473684,508.0,152,33.64,-84.427,37.132,-76.493
ATL,PHL,90.8329809725159,666.0,946,33.64,-84.427,39.872,-75.241
ATL,PHX,227.232142857143,1587.0,504,33.64,-84.427,33.434,-112.008
ATL,PIT,71.6985743380855,526.0,491,33.64,-84.427,40.491,-80.233
ATL,PNS,48.8005464480874,271.0,366,33.64,-84.427,30.473,-87.187
ATL,PVD,111.915492957746,903.0,142,33.64,-84.427,41.724,-71.428
ATL,PWM,122.333333333333,1027.0,48,33.64,-84.427,43.646,-70.309
ATL,RDU,54.9230769230769,356.0,754,33.64,-84.427,35.877,-78.787
ATL,RIC,64.3673469387755,481.0,588,33.64,-84.427,37.505,-77.319
ATL,RNO,274.6,1993.0,10,33.64,-84.427,39.498,-119.768
ATL,ROC,96.0479452054795,749.0,146,33.64,-84.427,43.119,-77.672
ATL,RSW,74.6287744227353,515.0,563,33.64,-84.427,26.536,-81.755
ATL,SAN,257.268987341772,1892.0,316,33.64,-84.427,32.733,-117.189
ATL,SAT,130.639917695473,874.0,486,33.64,-84.427,29.534,-98.47
ATL,SAV,37.254004576659,214.0,437,33.64,-84.427,32.127,-81.202
ATL,SEA,304.170028818444,2182.0,347,33.64,-84.427,47.449,-122.309
ATL,SFO,289.927536231884,2139.0,483,33.64,-84.427,37.619,-122.375
ATL,SHV,87.5563139931741,551.0,293,33.64,-84.427,32.446,-93.826
ATL,SJC,290.112676056338,2116.0,142,33.64,-84.427,37.362,-121.929
ATL,SLC,225.182038834951,1590.0,412,33.64,-84.427,40.788,-111.978
ATL,SMF,286.936170212766,2092.0,141,33.64,-84.427,38.695,-121.591
ATL,SNA,261.875,1919.0,160,33.64,-84.427,33.676,-117.868
ATL,STL,77.6147403685092,484.0,597,33.64,-84.427,38.748,-90.36
ATL,SYR,100.205479452055,794.0,146,33.64,-84.427,43.111,-76.106
ATL,TLH,39.7796052631579,223.0,304,33.64,-84.427,30.396,-84.35
ATL,TPA,62.5593220338983,406.0,1062,33.64,-84.427,27.975,-82.533
ATL,TTN,92.2333333333333,701.0,30,33.64,-84.427,40.277,-74.813
ATL,TUL,101.281385281385,674.0,231,33.64,-84.427,36.198,-95.888
ATL,TUS,212.0,1541.0,101,33.64,-84.427,32.116,-110.941
ATL,TYS,31.1127098321343,152.0,417,33.64,-84.427,35.812,-83.993
ATL,VPS,43.6958174904943,250.0,263,33.64,-84.427,30.483,-86.525
AUS,ABQ,91.6756756756757,619.0,37,30.194,-97.67,0,0
AUS,ABQ,91.6756756756757,619.0,37,30.194,-97.67,35.04,-106.609
AUS,ATL,100.05461393597,813.0,531,30.194,-97.67,33.64,-84.427
AUS,BNA,94.1441441441441,756.0,111,30.194,-97.67,36.124,-86.678
AUS,BOS,196.230769230769,1698.0,143,30.194,-97.67,42.364,-71.005
AUS,BWI,156.160377358491,1342.0,106,30.194,-97.67,39.175,-76.668
AUS,CLE,142.352941176471,1174.0,17,30.194,-97.67,41.412,-81.85
AUS,CLT,129.673170731707,1032.0,205,30.194,-97.67,35.214,-80.943
AUS,CVG,114.647058823529,958.0,17,30.194,-97.67,39.046,-84.662
AUS,DAL,37.7342256214149,189.0,523,30.194,-97.67,32.847,-96.852
AUS,DCA,156.614035087719,1315.0,57,30.194,-97.67,38.852,-77.037
AUS,DEN,110.698744769874,775.0,478,30.194,-97.67,39.858,-104.667
AUS,DFW,39.804753820034,190.0,589,30.194,-97.67,32.896,-97.037
AUS,DTW,142.348837209302,1149.0,129,30.194,-97.67,42.212,-83.353
AUS,ELP,77.4909090909091,528.0,110,30.194,-97.67,31.807,-106.378
AUS,EWR,183.451612903226,1504.0,217,30.194,-97.67,40.692,-74.169
AUS,FLL,132.248520710059,1105.0,169,30.194,-97.67,26.072,-80.153
AUS,HOU,33.9160839160839,148.0,286,30.194,-97.67,29.645,-95.279
AUS,HRL,45.625,273.0,56,30.194,-97.67,26.228,-97.654
AUS,IAD,156.703448275862,1297.0,145,30.194,-97.67,38.944,-77.456
AUS,IAH,33.8620689655172,140.0,464,30.194,-97.67,29.98,-95.34
AUS,IND,116.235294117647,919.0,17,30.194,-97.67,39.717,-86.294
AUS,JFK,184.667808219178,1521.0,292,30.194,-97.67,40.64,-73.779
AUS,LAS,154.647058823529,1090.0,255,30.194,-97.67,36.08,-115.152
AUS,LAX,174.184108527132,1242.0,516,30.194,-97.67,33.942,-118.408
AUS,LBB,52.6041666666667,341.0,48,30.194,-97.67,33.664,-101.823
AUS,LCK,123.5,1065.0,4,30.194,-97.67,39.814,-82.928
AUS,LGB,170.350877192982,1226.0,57,30.194,-97.67,33.818,-118.151
AUS,MCI,87.4736842105263,650.0,57,30.194,-97.67,39.297,-94.714
AUS,MCO,121.725714285714,994.0,175,30.194,-97.67,28.429,-81.316
AUS,MDW,126.666666666667,972.0,114,30.194,-97.67,41.786,-87.752
AUS,MEM,75.0,559.0,6,30.194,-97.67,35.042,-89.977
AUS,MIA,134.574850299401,1103.0,167,30.194,-97.67,25.793,-80.291
AUS,MSP,133.8125,1042.0,112,30.194,-97.67,44.88,-93.217
AUS,MSY,58.1147540983607,444.0,122,30.194,-97.67,29.993,-90.258
AUS,OAK,209.0,1497.0,58,30.194,-97.67,37.721,-122.221
AUS,ONT,163.458333333333,1196.0,24,30.194,-97.67,34.056,-117.601
AUS,ORD,128.219584569733,977.0,337,30.194,-97.67,41.979,-87.904
AUS,PDX,238.964285714286,1715.0,56,30.194,-97.67,45.589,-122.597
AUS,PHL,176.136842105263,1430.0,95,30.194,-97.67,39.872,-75.241
AUS,PHX,131.561904761905,872.0,420,30.194,-97.67,33.434,-112.008
AUS,PIE,109.882352941176,920.0,17,30.194,-97.67,27.911,-82.687
AUS,PIT,142.647058823529,1210.0,17,30.194,-97.67,40.491,-80.233
AUS,RDU,139.862068965517,1162.0,58,30.194,-97.67,35.877,-78.787
AUS,SAN,161.759162303665,1164.0,191,30.194,-97.67,32.733,-117.189
AUS,SEA,245.515923566879,1770.0,157,30.194,-97.67,47.449,-122.309
AUS,SFB,122.764705882353,994.0,17,30.194,-97.67,0,0
AUS,SFO,213.448148148148,1504.0,270,30.194,-97.67,37.619,-122.375
AUS,SJC,212.41875,1476.0,160,30.194,-97.67,37.362,-121.929
AUS,SLC,150.815217391304,1086.0,92,30.194,-97.67,40.788,-111.978
AUS,STL,96.6019417475728,721.0,103,30.194,-97.67,38.748,-90.36
AUS,TPA,113.02,928.0,50,30.194,-97.67,27.975,-82.533
BDL,ATL,132.990654205607,859.0,321,41.939,-72.683,33.64,-84.427
BDL,BWI,53.622641509434,283.0,318,41.939,-72.683,39.175,-76.668
BDL,CLE,86.1333333333333,476.0,30,41.939,-72.683,41.412,-81.85
BDL,CLT,106.822580645161,644.0,310,41.939,-72.683,35.214,-80.943
BDL,CVG,109.368421052632,661.0,38,41.939,-72.683,39.046,-84.662
BDL,DCA,68.2112676056338,313.0,284,41.939,-72.683,38.852,-77.037
BDL,DEN,244.219298245614,1671.0,114,41.939,-72.683,39.858,-104.667
BDL,DFW,223.323529411765,1471.0,102,41.939,-72.683,32.896,-97.037
BDL,DTW,96.1428571428571,549.0,182,41.939,-72.683,42.212,-83.353
BDL,EWR,35.2945736434108,116.0,129,41.939,-72.683,40.692,-74.169
BDL,FLL,169.126315789474,1173.0,285,41.939,-72.683,26.072,-80.153
BDL,IAD,62.0984455958549,326.0,193,41.939,-72.683,38.944,-77.456
BDL,IAH,199.8,1507.0,15,41.939,-72.683,29.98,-95.34
BDL,LAS,312.833333333333,2297.0,6,41.939,-72.683,36.08,-115.152
BDL,LAX,338.833333333333,2527.0,12,41.939,-72.683,33.942,-118.408
BDL,MCO,155.028132992327,1050.0,391,41.939,-72.683,28.429,-81.316
BDL,MDW,127.3,777.0,100,41.939,-72.683,41.786,-87.752
BDL,MIA,169.685185185185,1194.0,54,41.939,-72.683,25.793,-80.291
BDL,MSP,163.440559440559,1050.0,143,41.939,-72.683,44.88,-93.217
BDL,ORD,133.011235955056,783.0,267,41.939,-72.683,41.979,-87.904
BDL,PBI,162.218181818182,1133.0,55,41.939,-72.683,26.683,-80.096
BDL,PHL,56.8425196850394,196.0,254,41.939,-72.683,39.872,-75.241
BDL,RDU,91.0,532.0,1,41.939,-72.683,35.877,-78.787
BDL,RSW,176.940217391304,1180.0,184,41.939,-72.683,26.536,-81.755
BDL,TPA,164.880530973451,1111.0,226,41.939,-72.683,27.975,-82.533
BET,ANC,57.0,399.0,130,60.78,-161.838,61.174,-149.996
BFL,DEN,116.962264150943,845.0,106,35.433,-119.057,39.858,-104.667
BFL,PHX,70.9605263157895,425.0,152,35.433,-119.057,33.434,-112.008
BFL,SFO,45.0892857142857,238.0,56,35.433,-119.057,37.619,-122.375
BGR,DCA,101.714285714286,590.0,77,44.807,-68.828,38.852,-77.037
BGR,EWR,82.1037735849057,393.0,106,44.807,-68.828,40.692,-74.169
BGR,JFK,69.8979591836735,382.0,49,44.807,-68.828,40.64,-73.779
BGR,LGA,75.25,378.0,136,44.807,-68.828,40.777,-73.872
BGR,PHL,93.3333333333333,473.0,24,44.807,-68.828,39.872,-75.241
BGR,PIE,204.0,1394.0,23,44.807,-68.828,27.911,-82.687
BGR,SFB,187.2,1299.0,30,44.807,-68.828,0,0
BHM,ATL,33.7839643652561,134.0,449,33.563,-86.753,33.64,-84.427
BHM,BWI,91.0338983050847,682.0,59,33.563,-86.753,39.175,-76.668
BHM,CLT,58.476821192053,350.0,302,33.563,-86.753,35.214,-80.943
BHM,DAL,93.4561403508772,587.0,114,33.563,-86.753,32.847,-96.852
BHM,DCA,91.5740740740741,653.0,54,33.563,-86.753,38.852,-77.037
BHM,DEN,170.081967213115,1083.0,61,33.563,-86.753,39.858,-104.667
BHM,DFW,99.7333333333333,597.0,255,33.563,-86.753,32.896,-97.037
BHM,HOU,91.8659793814433,570.0,97,33.563,-86.753,29.645,-95.279
BHM,IAH,94.5692307692308,562.0,260,33.563,-86.753,29.98,-95.34
BHM,LAS,228.59649122807,1618.0,57,33.563,-86.753,36.08,-115.152
BHM,LGA,113.5,866.0,64,33.563,-86.753,40.777,-73.872
BHM,MCO,69.4444444444444,479.0,117,33.563,-86.753,28.429,-81.316
BHM,MDW,85.2658227848101,570.0,79,33.563,-86.753,41.786,-87.752
BHM,MIA,94.9553571428571,661.0,112,33.563,-86.753,25.793,-80.291
BHM,ORD,94.0411522633745,584.0,243,33.563,-86.753,41.979,-87.904
BHM,PHL,105.227272727273,772.0,44,33.563,-86.753,39.872,-75.241
BHM,TPA,66.5566037735849,459.0,106,33.563,-86.753,27.975,-82.533
BLI,KOA,360.0,2732.0,8,48.792,-122.537,19.739,-156.046
BLI,LAS,125.467889908257,954.0,109,48.792,-122.537,36.08,-115.152
BLI,LAX,139.117647058824,1047.0,17,48.792,-122.537,33.942,-118.408
BLI,OAK,103.807692307692,764.0,26,48.792,-122.537,37.721,-122.221
BLI,OGG,353.875,2681.0,32,48.792,-122.537,20.899,-156.431
BLI,PSP,140.758620689655,1078.0,29,48.792,-122.537,33.829,-116.507
BLI,SAN,132.529411764706,1142.0,17,48.792,-122.537,32.733,-117.189
BLI,SEA,24.1592356687898,93.0,157,48.792,-122.537,47.449,-122.309
BLV,FLL,137.235294117647,1028.0,17,38.545,-89.835,26.072,-80.153
BLV,JAX,93.2352941176471,723.0,17,38.545,-89.835,30.494,-81.688
BLV,LAS,199.647058823529,1400.0,17,38.545,-89.835,36.08,-115.152
BLV,PIE,106.318181818182,841.0,22,38.545,-89.835,27.911,-82.687
BLV,SFB,108.235294117647,835.0,17,38.545,-89.835,0,0
BLV,VPS,81.1666666666667,587.0,18,38.545,-89.835,30.483,-86.525
BNA,ATL,39.1771894093686,214.0,491,36.124,-86.678,33.64,-84.427
BNA,AUS,114.946428571429,756.0,112,36.124,-86.678,30.194,-97.67
BNA,BOS,117.003636363636,942.0,275,36.124,-86.678,42.364,-71.005
BNA,BWI,75.4372990353698,587.0,311,36.124,-86.678,39.175,-76.668
BNA,CHS,60.2075471698113,439.0,53,36.124,-86.678,32.899,-80.04
BNA,CLE,63.8035714285714,448.0,112,36.124,-86.678,41.412,-81.85
BNA,CLT,51.6068376068376,328.0,468,36.124,-86.678,35.214,-80.943
BNA,CMH,52.125,337.0,96,36.124,-86.678,39.998,-82.892
BNA,CVG,44.5348837209302,230.0,43,36.124,-86.678,39.046,-84.662
BNA,DAL,96.6056338028169,623.0,213,36.124,-86.678,32.847,-96.852
BNA,DCA,76.0470914127424,562.0,361,36.124,-86.678,38.852,-77.037
BNA,DEN,154.335120643432,1014.0,373,36.124,-86.678,39.858,-104.667
BNA,DFW,101.004854368932,631.0,412,36.124,-86.678,32.896,-97.037
BNA,DTW,70.2976190476191,456.0,336,36.124,-86.678,42.212,-83.353
BNA,EWR,101.779411764706,748.0,204,36.124,-86.678,40.692,-74.169
BNA,FLL,107.984,793.0,250,36.124,-86.678,26.072,-80.153
BNA,HOU,106.759803921569,670.0,204,36.124,-86.678,29.645,-95.279
BNA,IAD,72.8443113772455,542.0,167,36.124,-86.678,38.944,-77.456
BNA,IAH,111.436,657.0,250,36.124,-86.678,29.98,-95.34
BNA,JAX,66.651376146789,483.0,109,36.124,-86.678,30.494,-81.688
BNA,JFK,107.681081081081,765.0,185,36.124,-86.678,40.64,-73.779
BNA,LAS,222.877777777778,1587.0,180,36.124,-86.678,36.08,-115.152
BNA,LAX,251.635738831615,1797.0,291,36.124,-86.678,33.942,-118.408
BNA,LGA,105.462662337662,764.0,616,36.124,-86.678,40.777,-73.872
BNA,MCI,79.86875,491.0,160,36.124,-86.678,39.297,-94.714
BNA,MCO,84.9964664310954,616.0,283,36.124,-86.678,28.429,-81.316
BNA,MDW,66.8858131487889,395.0,289,36.124,-86.678,41.786,-87.752
BNA,MIA,111.244047619048,806.0,168,36.124,-86.678,25.793,-80.291
BNA,MKE,69.9734513274336,475.0,113,36.124,-86.678,42.947,-87.896
BNA,MSP,107.0,695.0,257,36.124,-86.678,44.88,-93.217
BNA,MSY,72.4245283018868,471.0,212,36.124,-86.678,29.993,-90.258
BNA,OAK,272.482142857143,1959.0,56,36.124,-86.678,37.721,-122.221
BNA,ORD,73.6524300441826,409.0,679,36.124,-86.678,41.979,-87.904
BNA,PHL,92.8982558139535,675.0,344,36.124,-86.678,39.872,-75.241
BNA,PHX,209.822222222222,1449.0,135,36.124,-86.678,33.434,-112.008
BNA,PIT,62.6315789473684,462.0,57,36.124,-86.678,40.491,-80.233
BNA,PNS,59.4864864864865,391.0,111,36.124,-86.678,30.473,-87.187
BNA,RDU,64.8571428571429,442.0,203,36.124,-86.678,35.877,-78.787
BNA,RSW,99.5094339622642,722.0,53,36.124,-86.678,26.536,-81.755
BNA,SAN,243.649122807018,1751.0,57,36.124,-86.678,32.733,-117.189
BNA,SAT,124.639175257732,822.0,97,36.124,-86.678,29.534,-98.47
BNA,SEA,281.854368932039,1978.0,103,36.124,-86.678,47.449,-122.309
BNA,SFO,274.647058823529,1969.0,119,36.124,-86.678,37.619,-122.375
BNA,SLC,202.089285714286,1404.0,56,36.124,-86.678,40.788,-111.978
BNA,STL,49.1491228070175,272.0,114,36.124,-86.678,38.748,-90.36
BNA,TPA,84.2780269058296,612.0,223,36.124,-86.678,27.975,-82.533
BOI,DEN,84.2477876106195,649.0,339,43.564,-116.223,39.858,-104.667
